"Manufacturer Part Number","Manufacturer","Inductance (uH)","Current Rating (mA)","DCR (mOhms)","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"DFE201612E-2R2M=P2","Murata Electronics","2.2","1800","116","__template_inductor","symbols/inductor.SchLib","MURATA_DFE201612E","footprints/murata/dfe.PcbLib","Digikey","490-DFE201612E-2R2M=P2CT-ND","LCSC","C337893","Datasheet","https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0006_PDF_INDUCTOR"
