"Designator","Footprint","Center-X(mil)","Center-Y(mil)","Layer","Rotation"
"R66N","R1206","6685.039","4125.984","TopLayer","0"
"R67N","R0402","6851.370","4408.102","TopLayer","180"
"R68N","R0402","6764.756","4408.102","TopLayer","180"
"R8O","R0603","5917.323","4122.047","TopLayer","90"
"R10O","R1206","6052.158","4112.827","TopLayer","90"
"R14O","R0603","5704.724","4263.779","TopLayer","90"
"R66O","R1206","5779.528","4125.984","TopLayer","0"
"R67O","R0402","5945.858","4408.102","TopLayer","180"
"R68O","R0402","5859.244","4408.102","TopLayer","180"
"R8P","R0603","5011.811","4122.047","TopLayer","90"
"R10P","R1206","5146.646","4112.827","TopLayer","90"
"R14P","R0603","4799.213","4263.779","TopLayer","90"
"R66P","R1206","4874.016","4125.984","TopLayer","0"
"R67P","R0402","5040.346","4408.102","TopLayer","180"
"R68P","R0402","4953.732","4408.102","TopLayer","180"
"S2","SWITCH_TS-1092S-B3D2-G","19614.173","4125.984","TopLayer","90"
"S3","SWITCH_TS-1092S-B3D2-G","19712.598","3165.354","TopLayer","0"
"T1A","PULSE_PH9585","16008.850","3806.724","TopLayer","270"
"T1B","PULSE_PH9585","15378.929","3806.724","TopLayer","270"
"T1C","PULSE_PH9585","14749.008","3806.724","TopLayer","270"
"T1D","PULSE_PH9585","14119.087","3806.724","TopLayer","270"
"T1E","PULSE_PH9585","13489.165","3806.724","TopLayer","270"
"T1F","PULSE_PH9585","12859.244","3806.724","TopLayer","270"
"T1G","PULSE_PH9585","12229.323","3806.724","TopLayer","270"
"T1H","PULSE_PH9585","11599.402","3806.724","TopLayer","270"
"T1I","PULSE_PH9585","10969.480","3806.724","TopLayer","270"
"T1J","PULSE_PH9585","10339.559","3806.724","TopLayer","270"
"T1K","PULSE_PH9585","9434.047","3806.724","TopLayer","270"
"T1L","PULSE_PH9585","8567.906","3806.724","TopLayer","270"
"T1M","PULSE_PH9585","7662.394","3806.724","TopLayer","270"
"T1N","PULSE_PH9585","6756.882","3806.724","TopLayer","270"
"T1O","PULSE_PH9585","5851.370","3806.724","TopLayer","270"
"T1P","PULSE_PH9585","4945.858","3806.724","TopLayer","270"
"TP1","TP_RH-5002","19763.780","5393.701","TopLayer","0"
"TP2","TP_RH-5002","19527.559","5393.701","TopLayer","0"
"TP3","TP_RH-5000","19370.079","2283.465","TopLayer","0"
"TP4","TP_RH-5000","18503.937","2598.425","TopLayer","0"
"TP5","TP_RH-5001","18503.937","5078.740","TopLayer","0"
"TP6","TP_RH-5000","17598.425","5078.740","TopLayer","0"
"TP7","TP_RH-5001","17598.425","2598.425","TopLayer","0"
"TP8","TP_RH-5000","16692.913","2598.425","TopLayer","0"
"TP9","TP_RH-5001","16692.913","5078.740","TopLayer","0"
"TP10","TP_RH-5000","15787.402","5078.740","TopLayer","0"
"TP11","TP_RH-5001","15787.402","2598.425","TopLayer","0"
"TP12","TP_RH-5000","14881.890","2598.425","TopLayer","0"
"TP13","TP_RH-5001","14881.890","5078.740","TopLayer","0"
"TP14","TP_RH-5000","13976.378","5078.740","TopLayer","0"
"TP15","TP_RH-5001","13976.378","2598.425","TopLayer","0"
"TP16","TP_RH-5000","13070.866","2598.425","TopLayer","0"
"TP17","TP_RH-5001","13070.866","5078.740","TopLayer","0"
"TP18","TP_RH-5000","12165.354","5078.740","TopLayer","0"
"TP19","TP_RH-5001","12165.354","2598.425","TopLayer","0"
"TP20","TP_RH-5000","11259.843","2598.425","TopLayer","0"
"TP21","TP_RH-5001","11259.843","5078.740","TopLayer","0"
"TP22","TP_RH-5000","10354.331","5078.740","TopLayer","0"
"TP23","TP_RH-5001","10354.331","2598.425","TopLayer","0"
"TP24","TP_RH-5000","9448.819","2598.425","TopLayer","0"
"TP25","TP_RH-5001","9448.819","5078.740","TopLayer","0"
"TP26","TP_RH-5000","8543.307","5078.740","TopLayer","0"
"TP27","TP_RH-5001","8543.307","2598.425","TopLayer","0"
"TP28","TP_RH-5000","7637.795","2598.425","TopLayer","0"
"TP29","TP_RH-5001","7637.795","5078.740","TopLayer","0"
"TP30","TP_RH-5000","6732.283","5078.740","TopLayer","0"
"TP31","TP_RH-5001","6732.283","2598.425","TopLayer","0"
"TP32","TP_RH-5000","5826.772","2598.425","TopLayer","0"
"TP33","TP_RH-5000","19370.079","3307.087","TopLayer","0"
"TP34","TP_RH-5001","5826.772","5078.740","TopLayer","0"
"TP35","TP_RH-5000","18700.787","2716.535","TopLayer","0"
"TP36","TP_RH-5000","4921.260","5078.740","TopLayer","0"
"TP37","TP_RH-5000","19370.079","2677.165","TopLayer","0"
"TP38","TP_RH-5001","4921.260","2598.425","TopLayer","0"
"TP39","TP_RH-5001","19842.520","2283.465","TopLayer","0"
"TP41","TP_RH-5001","17755.906","2283.465","TopLayer","0"
"TP43","TP_RH-5001","15196.850","2283.465","TopLayer","0"
"TP45","TP_RH-5001","17755.906","5393.701","TopLayer","0"
"U1","100TQFP14","18712.598","4003.937","TopLayer","180"
"U2","TI_RHB","19050.196","2972.441","TopLayer","0"
"U6","QFN50P300X300X90-16N","19570.866","2610.236","TopLayer","270"
"U7","24QFN4E","18885.827","4992.126","TopLayer","270"
"U3A","5SOT23","16040.346","4266.370","TopLayer","90"
"U5A","16QFN4","17031.496","3598.425","TopLayer","90"
"U3B","5SOT23","15410.425","4266.370","TopLayer","90"
"U5B","16QFN4","17031.496","3874.016","TopLayer","90"
"U3C","5SOT23","14780.504","4266.370","TopLayer","90"
"U5C","16QFN4","17031.496","4149.606","TopLayer","90"
"U3D","5SOT23","14150.583","4266.370","TopLayer","90"
"U5D","16QFN4","17031.496","4425.197","TopLayer","90"
"U3E","5SOT23","13520.662","4266.370","TopLayer","90"
"U3F","5SOT23","12890.740","4266.370","TopLayer","90"
"U3G","5SOT23","12260.819","4266.370","TopLayer","90"
"U3H","5SOT23","11630.898","4266.370","TopLayer","90"
"U3I","5SOT23","11000.977","4266.370","TopLayer","90"
"U3J","5SOT23","10371.055","4266.370","TopLayer","90"
"U3K","5SOT23","9465.543","4266.370","TopLayer","90"
"U3L","5SOT23","8599.402","4266.370","TopLayer","90"
"U3M","5SOT23","7693.890","4266.370","TopLayer","90"
"U3N","5SOT23","6788.378","4266.370","TopLayer","90"
"U3O","5SOT23","5882.866","4266.370","TopLayer","90"
"U3P","5SOT23","4977.354","4266.370","TopLayer","90"
"X1","4_SMD_2.0X1.6MM","19208.661","3929.134","TopLayer","270"
"X3","4_SMD_2.0X1.6MM","18850.394","5303.150","TopLayer","270"
